lakecode,lakename,continent,country,state,IntermittentIceCover,Latitude_dd,Longitude_dd,Elevation_m,MeanAnnualAirTemp_c,SurfaceArea_km2,MeanDepth_m,MaximumDepth_m,Volume_mcm,WatershedArea_km2,ShorelineLength_km,ResidenceTime_days,MeanDischarge_m3_sec,Slope_degrees,ShorelineDevelopment,JFMCloudCover_perc,JFMPrecipitation_mm,DistanceToCoast_km,MaximumDistanceToLand_km
WRS249,GOSHEN LAKE,N,Canada,NS,N,45.37677712,-61.97722536,75,5.955284657,0.13,2.9,,0.37,3.6,1.46,39.3,0.11,1.99,1.16,67.59593604,361.746347,20.9,
WRS250,GRACE LAKE,N,Canada,MB,N,53.8251327,-101.1653297,257,0.046341494,9.34,2.4,,22.06,17,18.9,63819.4,0.004,0.62,1.74,55.31869997,50.57073263,631.95,1.3
WRS251,GRAHAM LAKE,N,Canada,ON,N,49.25875425,-90.56663095,484,1.189837435,1.96,4.2,,8.32,58.8,7.6,142.6,0.675,2.14,1.53,59.72926901,93.73658684,707.69,0.5
WRS252,GRAND LAKE,N,Canada,NS,N,46.16666667,-60.05,27,5.932317174,2,3,,,,,,,,,68.34227777,407.6268362,3.62,
WRS253,GREAT BEAR LAKE,N,Canada,NT,N,65.91122797,-120.3774395,145,-7.210569241,30450.64,72.2,446,2200000,147665.4,5331.72,47577.7,535.187,,8.62,50.65609825,30.86585422,303.27,39.4
WRS258,GREAT SLAVE LAKE,N,Canada,NT,N,61.88364839,-113.2586476,148,-4.098983814,26734.29,59.1,614,1580000,995312.3,9814.16,4203.2,4350.692,,16.93,52.64390322,41.9609763,576.27,44.6
WRS259,GULL LAKE,N,Canada,ON,N,44.91170215,-79.34731494,249,5.962601757,1.92,4,,7.74,41.9,20.14,240.9,0.372,2.04,4.1,66.80894452,240.6390281,630.43,0.3
WRS261,HEMING LAKE,N,Canada,MB,N,54.8897899,-101.1251688,330,-0.48597564,2.81,4.2,,11.77,57.1,21.44,713.2,0.191,1.86,3.61,54.16422845,54.21951332,566.6,0.4
WRS262,HOURGLASS LAKE,N,Canada,BC,N,52.12179762,-124.0769332,903,2.929878092,0.14,3.6,,0.48,0.9,1.82,1391.4,0.004,2.9,1.4,70.34552976,86.5439039,144.7,0.2
WRS263,INDIAN HOUSE LAKE,N,Canada,QC,N,56.09845063,-64.73684169,298,-5.545122031,35.62,18.6,,661.61,19952.5,96.16,21.6,354.553,4.68,4.55,57.64634218,145.475612,154.17,1.2
WRS265,ISLAND LAKE,N,Canada,MB,N,53.84896408,-94.15890446,225,-0.930081317,964.63,20.1,60,19388.98,13960.8,3868.28,2927.1,76.666,,35.13,53.32683017,62.83414735,350.24,2.2
WRS266,JACKFISH LAKE,N,Canada,AB,N,53.48548564,-114.2373152,729,3.361178911,2.48,5.4,,13.42,22.1,20.41,1784.9,0.087,2.63,3.65,63.13902568,60.18780577,750.21,0.6
WRS267,KALAMALKA LAKE,N,Canada,BC,N,50.23333333,-119.2833333,395,6.635975729,26,57,142,,,,,,,,72.78211535,111.9317092,283,
WRS268,KEJIMKUJIK LAKE,N,Canada,NS,N,44.37200053,-65.2369548,88,6.767073296,25.53,5.8,20,146.96,707.5,102.22,84.3,20.177,1.82,5.71,67.69918833,400.6243971,44.19,1.8
WRS269,KENOGAMISIS LAKE,N,Canada,ON,N,49.70625827,-86.86118679,327,0.279674811,42.35,4.8,,202.58,1270,182.21,119.4,19.642,1.39,7.9,59.55528526,113.4926846,464.9,1
WRS270,KLUANE LAKE,N,Canada,YT,N,61.31808889,-138.7837772,768,-5.086382195,397.6,102.1,91,40596.22,5569.7,312.22,7359,63.849,10.64,4.42,59.02683004,52.3780497,144.25,3.3
WRS271,KNOB LAKE,N,Canada,QC,N,54.8,-66.81666667,508,-5.009552917,2,5,,,,,,,,,58.23089522,139.9658554,339.95,
WRS272,KOOTENAY LAKE,N,Canada,BC,N,49.71459045,-116.8865892,530,0.320325216,421.55,179,154,75445.12,46401.5,392.34,1162.3,751.282,16.92,5.39,72.33821308,381.8463492,420.58,2.7
WRS273,LAC A LA TRUITE,N,Canada,QC,N,51.4649692,-57.17668557,16,1.587601647,1.48,4,,5.9,39.7,9.11,76,0.899,2.2,2.11,65.22032652,231.7121983,4.23,0.5
WRS274,LAC AUX BOULEAUX,N,Canada,QC,N,51.45371165,-57.1769879,19,1.587601647,0.42,3.8,,1.6,41.2,2.38,19.9,0.929,2.38,1.04,65.22032652,231.7121983,4.23,0.4
WRS275,LAC BLOUIN,N,Canada,QC,N,48.17561471,-77.74608617,291,1.408943089,13.76,8.1,,111.5,1047.5,39.88,81,15.937,2.79,3.03,62.02845634,160.8780514,342.5,0.7
WRS276,LAC CACHE,N,Canada,QC,N,49.76666667,-74.53333333,379,0.070731712,3,8,,,,,,,,,62.04552947,141.3219538,343.45,
WRS277,LAC DE MONTIGNY,N,Canada,QC,N,48.05746514,-77.90249535,291,1.408943089,95.88,9.7,,926.48,967.9,274.25,736.1,14.567,2.15,7.9,62.02845634,160.8780514,353.05,2.3
WRS278,LAC DE MORHIBAN,N,Canada,QC,N,51.83182365,-62.89237001,524,-2.359552875,25.88,8.8,,228.42,168.9,92.26,834.5,3.168,2.63,5.12,59.51138303,201.2170767,167.92,1
WRS279,LAC DES SABLES,N,Canada,QC,N,46.04286361,-74.30211621,375,3.29349601,2.85,9.8,,27.76,39.2,19.16,443.2,0.725,5.02,3.2,66.32845635,239.2146392,252.98,0.5
WRS280,LAC LA BICHE,N,Canada,AB,N,54.86460788,-112.0763355,537,1.313008155,238.98,19.6,22,4687.19,4274.5,183.97,4400.9,12.327,2.84,3.36,60.52601723,59.31219603,949.85,4.1
WRS281,LAC LA CHESNAYE,N,Canada,QC,N,49.3249795,-68.18653412,62,1.918495957,5.51,24.1,,132.7,413.9,27.95,192.8,7.965,11.57,3.36,61.98536673,249.6829308,8.42,0.4
WRS282,LAC LA RONGE,N,Canada,SK,N,55.11384124,-104.9716447,360,-0.754471566,1296.47,12.7,,16465.17,15256.8,1911.67,3467.1,54.965,,14.98,57.61544797,62.79512294,749.08,8
WRS283,LAC MALFAIT,N,Canada,QC,N,49.13333333,-68.2,333,1.918495957,0.13,4,,,,,,,,,61.98536673,249.6829308,2.09,
WRS284,LAC MAUSER,N,Canada,QC,N,47.90825076,-74.6194696,419,1.958739889,6.14,8.8,,54.07,641.4,73.91,59,10.611,3.4,8.41,65.37886317,177.268295,283.37,0.3
WRS285,LAC ST JEAN,N,Canada,QC,N,48.64487237,-72.06260198,96,1.767276472,1112.79,11,,12240.69,72559.1,699.95,90.8,1560.694,,5.92,65.35203375,170.2731738,159.57,12.8
WRS286,LAKE ADJACENT TO STATION,N,Canada,QC,N,55.33393916,-63.22034568,470,-5.531097672,1.15,2.9,,3.38,218.8,7.65,9.4,4.171,1.68,2.02,58.37479767,150.9219543,115.58,0.3
WRS288,LAKE ATHABASCA,N,Canada,AB,N,59.11606266,-109.8770332,207,-1.941869934,7528.73,20.6,124,155400,291489.3,2540.35,1503.8,1196.006,,8.26,53.53902505,43.54878138,818.89,20.6
WRS291,LAKE EON,N,Canada,QC,N,51.8593689,-63.29271332,557,-2.978455335,3.56,7.3,,25.95,12.2,14.82,1323.4,0.227,3.29,2.21,59.11788683,201.7585402,173.54,0.5
WRS293,LAKE HA HA,N,Canada,QC,N,48.03346246,-70.84224767,378,1.262601663,8.45,24.9,,210.03,226.7,38.78,478,5.085,10.34,3.76,66.49918818,194.3561012,66.88,0.7
WRS294,LAKE KATHLYN,N,Canada,BC,N,54.82393123,-127.2051839,498,2.217682954,1.31,4.5,,5.86,6.2,5.2,858.1,0.079,2.63,1.28,72.05203411,147.6512212,131,0.5
WRS295,LAKE KENOGAMI,N,Canada,QC,N,48.35226215,-71.27220194,158,1.508130112,58.1,6.4,102,374.1,3447.1,255.42,50.6,85.554,5.43,9.45,66.47317198,196.3414669,94.73,1.2
WRS297,LAKE LABERGE,N,Canada,YT,N,61.17237792,-135.1812986,623,-2.254674844,197.68,55.7,146,11004.88,31035.8,160.51,405.7,313.962,7.38,3.22,62.20000086,22.75121997,189.56,2.8
WRS298,LAKE LOUISE,N,Canada,QC,N,50.65157704,-68.82714787,399,-0.976016298,1.01,4.1,,4.15,19,6.52,155.3,0.309,2.62,1.83,61.47723683,192.3170762,152.55,0.4
WRS299,LAKE MANITOBA,N,Canada,MB,N,50.15,-98.5,245,2.841260232,4752,4,7,,,,,,,,57.50975713,64.89024495,842.33,
WRS300,LAKE MEGANTIC,N,Canada,QC,N,45.51477699,-70.87758614,392,4.046951318,28.67,14.3,,409.3,778.8,80.36,294,16.115,3.9,4.23,68.00000152,211.3439067,148.21,1.1
WRS301,LAKE MINNEWANKA,N,Canada,AB,N,51.25635347,-115.4603036,1469,-0.727439031,21.87,83.6,142,1827.63,870.7,46.64,3326.5,6.359,15.58,2.81,65.80813155,141.3170746,573.69,0.9
WRS303,LAKE OF THE WOODS,N,Canada,ON,N,49.30013028,-94.77504334,320,3.586991936,3472.81,10.7,64,37000,69313.9,5177.27,952.5,449.584,,24.78,60.63170841,68.31707428,857.43,11.8
WRS307,LAKE ROSSIGNOL,N,Canada,NS,N,44.2090685,-65.16175838,81,6.767073296,152.84,5.7,,873.3,1611.1,281.11,212.1,47.655,1.67,6.41,67.69918833,400.6243971,41.7,2.6
WRS308,LAKE ST CLAIR,N,Canada,ON,N,42.49333207,-82.70342626,173,9.167073344,1161.17,2.9,8,3400,592711.4,445.45,4.2,9261.066,,3.69,71.73414789,181.0951245,624.55,13
WRS309,LAKE ST. GEORGES,N,Canada,QC,N,49.81666667,-64.35,5,1.710569145,0.62,3,,,,,,,,,62.96178964,222.5878092,1.27,
WRS310,LAKE UTOPIA,N,Canada,NB,N,45.17450314,-66.78991053,17,5.070528552,13.99,12.5,,174.96,94.2,36.41,916.7,2.209,4.05,2.75,63.66178981,346.9561036,7.29,1.1
WRS311,LAKE WINNIPEG,N,Canada,MB,N,52.04460987,-97.15389632,215,0.860365873,23923.04,11.9,36,284000,919611.5,4018.32,1464.3,2244.727,,7.33,54.95365934,61.49512305,608.49,40.1
WRS312,LAKE WINNIPEGOSIS,N,Canada,MB,N,52.37561403,-99.9392933,251,1.362601645,5035.51,3.2,12,16000,53350.1,2340.45,2392.8,77.392,,9.3,54.83414701,60.82439116,682.29,11.2
WRS313,LAKELSE LAKE,N,Canada,BC,N,54.38088014,-128.5588708,70,5.512804961,13.68,13.2,,180.65,378,25.56,125.7,16.633,4.27,1.95,73.23577385,527.1951318,43.5,0.9
WRS314,LANDING LAKE,N,Canada,MB,N,56.35,-94.7,190,-3.837804908,100,8,,,,,,,,,51.83739918,53.19268403,132.34,
WRS315,LESSER SLAVE LAKE,N,Canada,AB,N,55.41564546,-115.7251909,572,1.338008138,1186.51,11.4,21,13526.56,13479,314.63,3611.7,43.347,,2.58,61.41300918,64.70975749,785.39,9
WRS317,LITTLE KETTLE LAKE,N,Canada,MB,N,56.35,-94.7,164,-3.837804908,11,2,,,,,,,,,51.83739918,53.19268403,132.34,
WRS318,LITTLE LAKE,N,Canada,ON,N,48.59777882,-85.28131108,370,0.80060978,0.17,1.5,,0.26,0.9,1.54,175.5,0.017,0.48,1.06,62.18374072,136.8902461,449.36,0.2
WRS321,LONG LAKE,N,Canada,ON,N,46.61666667,-80.8,327,4.14390253,0.12,4,,,,,,,,,63.83739983,161.6536611,507.82,
WRS322,LONG LAKE,N,Canada,NT,N,62.46666667,-114.45,196,-4.61686999,1,2,,,,,,,,,52.61544806,46.22195209,556.2,
WRS323,LOWER ARROW LAKE (NORTHERN END),N,Canada,BC,N,50.15827643,-117.804515,429,3.483333381,510.05,22.2,,11300,36413.2,586.78,115.9,1128.258,,7.33,73.32601817,372.8243974,372.16,2.2
WRS324,LYNN LAKE,N,Canada,MB,N,56.86666667,-101.0833333,335,-2.993292747,0.54,3,,,,,,,,,52.93983813,53.46097669,437.62,
WRS325,LYNX LAKE,N,Canada,NT,N,62.40565436,-106.3577902,344,-7.685162718,274.25,10.1,,2774.21,6646.7,813.6,1016.2,31.596,1.55,13.86,49.8008135,39.09512253,439.8,2.2
WRS326,MANUAN LAKE,N,Canada,QC,N,50.76599789,-70.67953081,490,-1.582113848,471.19,4.7,,2220.3,4838.6,1089.96,263.4,97.555,2.61,14.16,62.86991994,145.048783,242.63,2.2
WRS327,MARA LAKE,N,Canada,BC,N,50.77184212,-119.0134951,348,5.999796847,17.6,56.7,,997.75,5431.6,35.08,142.4,81.123,14.33,2.36,72.40894473,167.7658564,319.47,1
WRS329,MARYJO LAKE,N,Canada,QC,N,54.81630007,-66.79915307,507,-5.009552917,0.44,2.5,,1.12,17.3,3.88,36.6,0.355,0.99,1.65,58.23089522,139.9658554,337.75,0.2
WRS330,MC LEOD LAKE,N,Canada,BC,N,55.03333333,-123.0333333,675,1.632317101,25,19,,,,,,,,,69.11544818,165.7829295,370.57,
WRS332,MCLAUGHLIN ROAD RESERVOIR,N,Canada,NB,N,46.14863046,-64.81501866,47,5.303861863,0.66,3.4,,2.25,14,7.13,76.1,0.342,1.6,2.47,63.43008234,311.8195171,21.27,0.2
WRS335,MINNOW LAKE,N,Canada,ON,N,46.61666667,-80.8,287,4.14390253,0.33,5,,,,,,,,,63.83739983,161.6536611,507.82,
WRS336,MISSION LAKE,N,Canada,NT,N,63.33333333,-90.71666667,7,-10.97113837,0.19,6,,,,,,,,,44.81382182,22.02195155,1,
WRS338,MOOSE LAKE,N,Canada,BC,N,52.9552891,-118.9102543,1030,-0.334756106,14.04,47.9,,672.74,1680.7,26.43,264.3,29.466,12.99,1.99,70.8796762,241.0609796,461.82,0.9
WRS339,MOUNT HYDE LAKE,N,Canada,NF,N,53.55849212,-64.13092801,418,-3.548577299,4.59,4.4,,20.11,16.7,20.26,598.5,0.389,1.65,2.67,58.09512295,170.9731742,226.22,0.6
WRS340,MUNCHO LAKE,N,Canada,BC,N,58.99388694,-125.7770347,819,-2.886585406,15.32,55.2,,846.07,656.5,32.22,1433.3,6.832,14.42,2.32,65.89756217,73.0292696,419.45,0.9
WRS343,NITA LAKE,N,Canada,BC,N,50.09948592,-122.9951723,641,2.273983766,0.1,5.6,,0.59,10.7,1.55,15,0.453,8.17,1.35,72.40000156,431.070741,47.31,
WRS344,NITCHEQUON LAKE,N,Canada,QC,N,53.11639696,-71.03903892,527,-4.476219583,282.47,10.9,,3077.47,5649.9,1258.52,282.6,126.048,1.64,21.12,59.25853751,121.7902458,443.65,1.6
WRS346,NYM LAKE,N,Canada,ON,N,48.69312627,-91.46938891,425,1.792886208,18.37,6.3,,116.4,76.6,110.56,1961,0.687,2.12,7.28,61.25122033,88.30975744,796.96,0.7
WRS347,OBA LAKE,N,Canada,ON,N,48.6,-85.28333333,341,0.80060978,25,16,,,,,,,,,62.18374072,136.8902461,446.31,
WRS348,OKANAGAN LAKE,N,Canada,BC,N,49.92525777,-119.4942393,342,2.849796789,348.59,107.3,,37401.13,5963.2,280.28,13260.7,32.644,11.46,4.23,73.6853674,198.7243934,254.32,2.5
WRS350,ONE EYE LAKE,N,Canada,BC,N,51.96925686,-124.9019824,901,1.019105708,4.81,10.2,,49.14,561.8,16.58,214.1,2.656,4.41,2.13,71.53008311,233.6365891,117.04,0.7
WRS351,PELICAN LAKE,N,Canada,ON,N,50.07973451,-91.93946441,355,1.345121981,47.28,13.6,,642.68,13515.6,174.32,46.2,161.008,3.36,7.15,57.77479764,92.85853826,723.06,1.5
WRS352,PICKLE LAKE,N,Canada,ON,N,51.45,-90.21666667,353,0.377845503,11,7,,,,,,,,,56.10487859,98.13902599,533.59,
WRS353,PICNIC LAKE,N,Canada,ON,N,48.60990537,-85.26819437,368,0.80060978,2.11,5.1,,10.66,78.4,15.63,81.1,1.521,2.58,3.04,62.18374072,136.8902461,444.16,0.3
WRS356,PLATEAU LAKE,N,Canada,ON,N,48.73952642,-91.47768019,433,1.792886208,6.75,4.8,,32.75,28.6,48.33,1457.9,0.26,1.63,5.25,61.25122033,88.30975744,794.12,0.5
WRS357,PLAYGREEN LAKE,N,Canada,MB,N,54,-97.8,215,-0.392886187,653,4,18,,,,,,,,53.51788674,52.07073252,451.6,
WRS361,PRIMROSE LAKE,N,Canada,AB,N,54.90246038,-109.7358464,595,0.66341463,436.35,9.8,,4275.35,3378.7,237.11,12639.4,3.915,1.35,3.2,59.27479767,47.72926906,1007.58,7.6
WRS362,PRINGLE LAKE,N,Canada,NS,N,45.37625477,-61.95004903,70,5.955284657,0.57,5.3,,3.02,4.2,4.39,271,0.129,4.22,1.64,67.59593604,361.746347,18.86,0.2
WRS363,RAMSEY LAKE,N,Canada,ON,N,46.47342183,-80.93212519,246,5.107317156,7.99,8.8,21,70.08,38.1,28.99,3193.1,0.254,3.08,2.89,64.98943214,176.792686,526.8,0.7
WRS364,RANDOLPH LAKE,N,Canada,ON,N,50.276216,-88.9573025,320,-0.34817073,1.25,11.5,,14.35,52.8,9.57,282.5,0.588,8.13,2.41,57.54715521,96.95853832,546.34,0.3
WRS365,RED INDIAN LAKE,N,Canada,NF,N,48.69200103,-56.91326013,153,3.057317133,187.31,6.8,,1274.3,5839.7,165.56,81.3,181.48,5.2,3.41,69.30325333,277.6658581,78.25,2.8
WRS367,REMI LAKE,N,Canada,ON,N,49.42386522,-82.15046719,225,0.970121959,24.8,6.2,,152.57,126.4,53.41,791.1,2.232,1.94,3.03,62.80325333,133.8365879,232.25,1.1
WRS368,RESOLUTE LAKE,N,Canada,NT,N,74.68890318,-94.94524481,9,-16.198984,1.21,1.3,,1.59,1.9,5.46,1840.5,0.01,0.64,1.4,41.52845597,10.78536603,2.81,0.4
WRS370,RICE LAKE,N,Canada,MB,N,51.03333333,-95.66666667,250,1.307113847,4,7,,,,,,,,,56.23821218,68.49268381,681.97,
WRS374,SARCPA LAKE,N,Canada,NT,N,68.53769551,-83.3571038,153,-14.32764253,17.72,10,,177.87,2014.7,59.2,159.5,12.909,3.18,3.97,44.25284623,17.72682956,29.44,1.2
WRS376,SETTING LAKE,N,Canada,MB,N,54.98551505,-98.63624467,222,-0.856097563,126.02,13.7,,1722.85,10785.4,225.32,514,38.793,2.41,5.66,53.59756188,49.0658544,421.75,1.8
WRS377,SHUSWAP LAKE,N,Canada,BC,N,50.97026513,-119.1156817,348,5.999796847,306.27,143.7,161,44012.76,15277.9,332.39,1998.6,254.885,15.23,5.36,72.40894473,167.7658564,322.95,1.8
WRS378,SKAHA LAKE,N,Canada,BC,N,49.39894188,-119.5806224,335,3.305284605,19.53,47.5,55,927.43,6676.7,31.58,306.2,35.059,12.01,2.02,74.36910719,148.5512222,223.89,1.2
WRS379,PETIT LAC A BOULEAUX,N,Canada,QC,N,51.4603815,-57.19983155,29,1.587601647,0.55,4.9,,2.7,2.3,3.01,579.3,0.054,3.57,1.14,65.22032652,231.7121983,4.23,0.3
WRS381,SONA LAKE,N,Canada,NF,N,53.59301502,-64.02338296,444,-3.548577299,140.29,5.7,,793.1,46056.1,248.24,10.2,902.867,1.95,5.91,58.09512295,170.9731742,218.9,3
WRS383,STEEP ROCK LAKE,N,Canada,ON,N,48.79564581,-91.67027399,389,1.962804909,6.28,10.4,,65.12,4712.9,39.91,16.9,44.688,4.09,4.49,61.07479744,85.3756115,802.72,0.5
WRS384,STOCO LAKE,N,Canada,ON,N,44.46353607,-77.29468255,136,7.058333483,5.64,5.5,,31.22,2189.6,26.59,13.9,25.97,2.03,3.16,70.09349761,213.6829311,486.08,1
WRS385,STUART LAKE,N,Canada,BC,N,54.56183789,-124.590852,678,2.218902493,357.88,66.4,95,23757.06,14172.4,260.19,1910.9,143.891,7.49,3.88,72.23333501,108.8097576,261.72,4.4
WRS386,SUGAR LAKE,N,Canada,BC,N,50.40102716,-118.516484,600,4.772154575,21.68,7.4,,161,1115.4,40.13,79.7,23.375,13,2.43,73.59593653,201.9390285,343,1.8
WRS387,SUMMIT LAKE,N,Canada,BC,N,58.64726165,-124.6670219,1280,-1.925609766,0.29,7.7,,2.19,31.6,4.17,80.2,0.316,11.19,2.2,65.07317191,68.96829382,438.15,
WRS388,SWAN LAKE,N,Canada,BC,N,50.31662202,-119.2572087,387,6.635975729,4.11,5.3,,21.9,41.2,11.13,704.1,0.36,2.17,1.55,72.78211535,111.9317092,287.82,0.7
WRS390,TEMISCOUATA LAKE,N,Canada,QC,N,47.68990327,-68.86915174,147,2.801829341,65.48,33.8,,2210.68,2575.7,92.67,492.6,51.94,6.91,3.23,64.89431,219.4390273,50.28,1.4
WRS391,TESLIN LAKE,N,Canada,YT,N,59.97152733,-132.3988715,683,-1.853658562,355.58,69.7,,24791.23,22000.4,440.72,785.6,365.259,7.83,6.59,65.44634281,80.92195245,172.72,2.1
WRS393,TUKANEE LAKE,N,Canada,ON,N,48.63530803,-85.22399329,406,0.80060978,3.18,11,,35.08,46.2,11.6,459.8,0.883,5.6,1.84,62.18374072,136.8902461,442.01,0.6
WRS395,TROUT LAKE,N,Canada,ON,N,46.31709024,-79.34309193,201,4.560162671,22.05,17.8,,393.36,173.1,94.24,1921.8,2.369,5,5.66,63.46097667,175.3365885,538.27,1.1
WRS399,UNNAMED LAKE,N,Canada,NT,N,69.23097357,-77.19581274,8,-12.60365877,4.48,2.5,,11.29,2.1,19.96,14514.7,0.009,0.87,2.66,45.44878102,18.56829294,5.81,0.9
WRS410,UNNAMED LAKE,N,Canada,NT,N,68.3115483,-100.0740808,12,-14.19390264,0.58,2.1,,1.23,0.6,3.84,7094,0.002,0.62,1.42,44.52032579,12.40975633,0.81,0.3
WRS425,UPPER TWIN LAKE AND LOWER TWIN LAKE,N,Canada,ON,N,50.18333333,-86.7,298,-0.168089437,11,6,,,,,,,,,58.10243948,103.1195139,423.63,
WRS428,WASCANA LAKE,N,Canada,SK,N,50.42886556,-104.6085984,570,3.775203278,1.17,2.4,,2.78,2467.5,10.36,47.4,0.678,1.3,2.7,61.4878059,46.63902524,1061.08,0.3
WRS430,WATSON LAKE,N,Canada,YT,N,60.11666667,-128.8166667,673,-3.164837462,15,12,,,,,,,,,64.27235896,75.66585467,328.38,
WRS431,WEST LYNN LAKE,N,Canada,MB,N,56.84552046,-101.0566838,335,-2.993292747,0.54,3.1,,1.66,316.2,4.31,7.6,2.533,1.36,1.65,52.93983813,53.46097669,435.66,0.3
WRS432,WHITE LAKE,N,Canada,ON,N,48.75081192,-85.62950262,323,1.361382127,60.87,0.1,9.1,8.1,4120.1,171.53,1.2,75.971,3.29,6.2,63.02682967,155.0243922,455.08,1.6
WRS433,WHITE WATER LAKE,N,Canada,ON,N,46.53295903,-81.12682412,263,4.025813079,9.48,6.4,11,60.48,91,26.32,1234.5,0.567,1.99,2.41,65.0414643,156.3536608,520.67,1
WRS434,WILLIAMS LAKE,N,Canada,BC,N,52.18333333,-122.05,564,4.440243983,7,19,25,,,,,,,,67.55203346,68.14390339,236.72,
WRS435,WILLISTON LAKE,N,Canada,BC,N,55.3,-123.1333333,671,1.632317101,1761,43.3,166,,,,,,,,69.11544818,165.7829295,380.94,
WRS437,YORK LAKE,N,Canada,SK,N,51.15280747,-102.4703403,508,1.476016297,3.14,1.9,,6.01,495.3,20.32,756.5,0.092,0.71,3.23,57.19268368,65.41219625,899.95,0.4
WYK2,QINGHAI LAKE STATION NORTH,A,China,,N,36.89084635,100.0500843,3194,0.479878053,4266.55,16.8,26,71600,29604.7,434.23,29456.6,28.133,,1.88,45.69674884,20.29024427,1550.2,18.1
WYK3,BOSTEN LAKE,A,China,,N,41.96934258,87.05416385,1050,9.312601785,961.84,1,,8800,40982.3,250.21,13274.1,7.673,,2.28,46.66422838,13.90731727,2157.73,10.1
WYK4,DAI LAKE,A,China,,N,40.56802083,112.6919056,1218,5.05345535,86.94,1,,236.29,2296.2,44.82,2765.2,0.989,0.73,1.36,33.99918749,14.55609778,459.52,4
SS01,RANDSFJORDEN,E,Norway,,Y,60.52338175,10.35671287,125,3.374593553,138.88,60.9,120,8462.19,3740.5,200.69,1584.5,61.813,8.66,4.8,62.03252138,130.912198,71.59,1.8
SS02,LUNZ,E,Austria,,Y,47.85402778,15.05407306,604,5.793902527,0.48,9,34,4.32,23.2,3.34,90.5,0.553,13.28,1.36,65.91057035,185.8195153,257.09,0.3
SS03,LAKE ILIAMNA,N,United States,AK,Y,59.55920362,-155.1817276,13,0.360162612,2634.62,43.8,301,115310,16869.4,1006.79,3761.5,354.811,,5.53,61.91707394,92.69756217,61.76,15.2
SS04,LAKE GROSVENOR,N,United States,AK,Y,58.70344739,-155.4320863,34,0.26219513,105.99,41,,4344.4,1536.1,136.54,1784.5,28.177,6.53,3.74,61.64390313,132.4000023,77.5,2.9
SS05,TUSTUMENA LAKE,N,United States,AK,Y,60.16757641,-150.834778,30,2.424593539,295.52,42.9,290,12664.72,1780.7,120.55,3151,46.52,5.35,1.98,67.56016441,126.6243923,33.48,5.1
SS06,BECHAROF LAKE,N,United States,AK,Y,57.85300743,-156.2298412,4,2.086585416,1166.38,55.6,92,64795,3385.5,364.88,18553.7,40.42,,3.01,59.05609807,142.4487829,34.36,11.3
SS07,LAKE CLARK,N,United States,AK,Y,60.17266623,-154.4131632,61,-0.555284571,323.28,50.7,322,16375.95,8967.9,277.85,962.3,196.972,6.06,4.36,63.88699251,116.9292706,68.13,3.4
SS08,NAKNEK LAKE,N,United States,AK,Y,58.61273947,-156.0685517,12,1.006707353,585.43,80,586,46834.32,6722.3,442.6,4438.3,122.134,,5.16,59.88455349,87.83170906,50.67,5.1
SS09,SKILAK LAKE,N,United States,AK,Y,60.42868662,-150.4062684,65,0.865447167,98.69,30.5,161,3007.17,3108.2,84.46,258.7,134.545,5.8,2.4,68.10487989,127.58049,46.7,3.1
SS10,LAKE TIEFERSEE,E,Germany,,Y,53.59589383,12.52812673,63,8.877642416,0.61,3,62.5,1.82,15.3,4.06,169.9,0.124,1.27,1.47,80.71544864,126.2926854,62.7,0.4
SS11,BELAUERSEE,E,Germany,,Y,54.10128994,10.252485,27,8.978252196,0.96,5.1,26,4.88,47.2,5.2,81.5,0.693,3.28,1.5,79.4691074,154.5658561,25.68,0.5
